"codigo_mesa";"id_cliente";"num_pessoa_mesa";"data_hora_entrada";"data_hora_saida"
1862;82;18;"2022-10-14 16:58:02";"2022-10-15 21:58:02"
1863;83;15;"2022-10-22 12:10:43";"2022-10-24 21:10:43"
1864;42;1;"2022-12-13 14:26:02";"2022-12-15 23:26:02"
1865;23;10;"2022-11-21 08:30:45";"2022-11-23 01:30:45"
1866;24;6;"2024-02-03 04:27:53";"2024-02-06 10:27:53"
1867;88;3;"2022-09-17 03:17:31";"2022-09-20 17:17:31"
1868;61;19;"2022-10-04 03:12:22";"2022-10-07 10:12:22"
1869;100;5;"2023-10-26 08:38:32";"2023-10-27 15:38:32"
1870;6;10;"2023-08-31 17:50:05";"2023-09-03 13:50:05"
1871;84;6;"2024-05-28 01:31:28";"2024-05-31 13:31:28"
1872;30;20;"2023-10-04 13:06:51";"2023-10-08 06:06:51"
1873;6;19;"2024-03-15 20:39:57";"2024-03-19 02:39:57"
1874;98;3;"2024-05-04 06:42:16";"2024-05-05 14:42:16"
1875;44;16;"2023-06-29 06:57:54";"2023-07-01 21:57:54"
1876;20;10;"2023-06-30 03:55:20";"2023-07-03 03:55:20"
1877;8;7;"2022-12-06 06:55:49";"2022-12-06 23:55:49"
1878;74;18;"2023-07-10 05:26:20";"2023-07-13 10:26:20"
1879;11;3;"2023-06-22 22:21:46";"2023-06-23 10:21:46"
1880;95;7;"2022-08-03 09:16:20";"2022-08-05 00:16:20"
1881;70;18;"2022-11-15 02:09:15";"2022-11-18 01:09:15"
1882;64;15;"2024-01-03 02:30:16";"2024-01-06 06:30:16"
1883;72;5;"2023-03-05 07:26:05";"2023-03-09 00:26:05"
1884;78;4;"2024-01-23 19:00:29";"2024-01-26 00:00:29"
1885;51;6;"2022-11-19 17:23:35";"2022-11-21 18:23:35"
1886;89;19;"2024-01-13 11:05:56";"2024-01-16 00:05:56"
1887;90;14;"2024-03-01 17:20:04";"2024-03-03 19:20:04"
1888;96;18;"2023-06-05 05:53:38";"2023-06-05 15:53:38"
1889;1;19;"2024-02-26 09:45:20";"2024-02-27 07:45:20"
1890;38;8;"2022-06-18 01:18:44";"2022-06-22 05:18:44"
1891;75;7;"2023-03-14 20:23:59";"2023-03-17 09:23:59"
1892;45;20;"2023-02-15 18:32:12";"2023-02-16 18:32:12"
1893;63;16;"2023-03-25 22:07:36";"2023-03-27 16:07:36"
1894;15;20;"2024-01-14 03:30:05";"2024-01-14 16:30:05"
1895;29;9;"2023-07-17 19:42:46";"2023-07-21 10:42:46"
1896;99;1;"2024-03-14 10:34:49";"2024-03-15 16:34:49"
1897;9;11;"2022-11-11 22:19:56";"2022-11-15 01:19:56"
1898;20;18;"2024-02-08 19:03:02";"2024-02-10 06:03:02"
1899;8;7;"2022-07-09 09:06:26";"2022-07-11 17:06:26"
1900;93;16;"2024-02-22 09:49:37";"2024-02-26 10:49:37"
1901;52;7;"2024-04-12 14:32:25";"2024-04-13 20:32:25"
1902;39;9;"2024-04-14 11:12:39";"2024-04-17 21:12:39"
1903;62;11;"2022-12-03 09:07:53";"2022-12-04 23:07:53"
1904;35;7;"2023-11-15 06:04:28";"2023-11-18 03:04:28"
1905;56;11;"2022-09-24 21:48:26";"2022-09-25 09:48:26"
1906;44;1;"2023-11-27 01:31:56";"2023-11-29 06:31:56"
1907;92;15;"2022-12-04 13:47:11";"2022-12-06 10:47:11"
1908;8;14;"2023-05-11 16:56:53";"2023-05-12 02:56:53"
1909;59;8;"2024-04-05 19:03:43";"2024-04-09 19:03:43"
1910;86;1;"2022-06-24 14:17:21";"2022-06-26 10:17:21"
1911;100;16;"2023-07-21 02:23:19";"2023-07-24 09:23:19"
1912;69;12;"2023-07-29 10:29:31";"2023-07-30 07:29:31"
1913;89;16;"2023-04-01 22:17:11";"2023-04-03 10:17:11"
1914;61;8;"2022-12-20 20:34:58";"2022-12-22 17:34:58"
1915;45;11;"2023-02-09 15:48:01";"2023-02-11 22:48:01"
1916;2;13;"2022-07-04 01:18:35";"2022-07-05 14:18:35"
1917;42;14;"2023-12-08 12:09:53";"2023-12-11 09:09:53"
1918;87;10;"2022-07-23 00:39:33";"2022-07-26 15:39:33"
1919;7;11;"2024-01-05 21:19:09";"2024-01-09 03:19:09"
1920;95;18;"2023-07-29 02:55:19";"2023-08-01 03:55:19"
1921;2;11;"2022-06-16 14:15:17";"2022-06-20 10:15:17"
1922;77;2;"2023-07-22 07:31:42";"2023-07-26 06:31:42"
1923;86;3;"2022-11-18 08:06:01";"2022-11-21 11:06:01"
1924;6;9;"2022-07-22 14:05:59";"2022-07-24 23:05:59"
1925;83;9;"2023-07-02 02:35:19";"2023-07-05 23:35:19"
1926;2;9;"2023-05-30 01:58:48";"2023-06-01 23:58:48"
1927;61;7;"2023-12-01 23:21:21";"2023-12-02 20:21:21"
1928;81;19;"2023-05-31 05:09:33";"2023-06-03 13:09:33"
1929;37;15;"2023-08-16 19:09:21";"2023-08-19 18:09:21"
1930;7;19;"2022-10-15 16:18:05";"2022-10-19 07:18:05"
1931;97;19;"2022-06-14 18:49:34";"2022-06-18 06:49:34"
1932;60;11;"2023-10-15 03:39:36";"2023-10-17 09:39:36"
1933;58;11;"2022-09-02 07:37:57";"2022-09-02 19:37:57"
1934;87;14;"2023-09-17 23:03:59";"2023-09-21 14:03:59"
1935;88;4;"2022-08-11 12:11:24";"2022-08-15 13:11:24"
1936;85;12;"2024-02-19 12:00:29";"2024-02-23 01:00:29"
1937;3;14;"2023-11-03 05:30:32";"2023-11-05 01:30:32"
1938;60;2;"2022-12-03 04:35:05";"2022-12-06 20:35:05"
1939;94;11;"2024-05-19 14:01:08";"2024-05-20 05:01:08"
1940;70;19;"2024-03-22 17:37:52";"2024-03-24 04:37:52"
1941;44;16;"2022-10-25 01:17:20";"2022-10-29 02:17:20"
1942;79;5;"2022-09-15 18:14:23";"2022-09-17 16:14:23"
1943;38;19;"2022-12-19 08:18:28";"2022-12-23 09:18:28"
1944;89;6;"2023-05-26 11:02:32";"2023-05-28 10:02:32"
1945;22;18;"2022-10-04 22:57:46";"2022-10-06 20:57:46"
1946;96;7;"2023-05-04 19:37:51";"2023-05-08 16:37:51"
1947;20;15;"2022-09-19 05:59:26";"2022-09-20 15:59:26"
1948;37;4;"2023-04-01 13:57:26";"2023-04-04 23:57:26"
1949;68;8;"2022-07-22 02:32:58";"2022-07-24 02:32:58"
1950;66;11;"2024-03-23 23:35:55";"2024-03-26 09:35:55"
1951;46;20;"2023-03-10 08:50:54";"2023-03-14 08:50:54"
1952;96;13;"2023-04-25 08:40:05";"2023-04-26 01:40:05"
1953;81;2;"2023-01-06 05:13:37";"2023-01-10 02:13:37"
1954;54;13;"2023-06-21 16:59:28";"2023-06-22 11:59:28"
1955;83;1;"2023-03-23 08:55:26";"2023-03-26 21:55:26"
1956;31;7;"2022-10-06 06:04:01";"2022-10-07 13:04:01"
1957;31;17;"2024-05-15 00:10:38";"2024-05-17 13:10:38"
1958;5;11;"2022-08-07 18:39:37";"2022-08-11 17:39:37"
1959;98;16;"2023-08-15 07:11:16";"2023-08-16 10:11:16"
1960;54;17;"2024-02-18 04:20:50";"2024-02-18 17:20:50"
1961;83;2;"2023-10-17 19:15:02";"2023-10-21 22:15:02"
1962;31;19;"2022-08-15 07:40:33";"2022-08-18 18:40:33"
1963;13;19;"2023-02-26 22:06:22";"2023-03-02 15:06:22"
1964;29;5;"2023-06-09 14:39:19";"2023-06-10 18:39:19"
1965;21;8;"2024-02-06 09:09:33";"2024-02-07 00:09:33"
1966;95;1;"2022-08-03 23:24:24";"2022-08-06 07:24:24"
1967;90;7;"2024-03-12 19:11:43";"2024-03-14 07:11:43"
1968;36;13;"2023-08-05 15:04:44";"2023-08-08 10:04:44"
1969;85;5;"2023-04-19 17:02:15";"2023-04-22 03:02:15"
1970;15;7;"2022-10-09 15:17:26";"2022-10-12 18:17:26"
1971;86;19;"2023-07-17 10:54:30";"2023-07-20 16:54:30"
1972;80;8;"2023-05-31 20:58:35";"2023-06-03 12:58:35"
1973;25;18;"2023-07-20 15:10:57";"2023-07-21 15:10:57"
1974;88;8;"2024-04-04 07:29:30";"2024-04-07 11:29:30"
1975;66;10;"2022-11-05 01:40:55";"2022-11-05 14:40:55"
1976;64;4;"2023-02-05 20:53:04";"2023-02-08 10:53:04"
1977;49;11;"2023-07-16 20:34:49";"2023-07-19 07:34:49"
1978;66;7;"2024-05-12 04:39:11";"2024-05-14 00:39:11"
1979;29;13;"2023-03-17 12:34:26";"2023-03-20 15:34:26"
1980;43;6;"2023-09-08 22:35:09";"2023-09-10 21:35:09"
1981;41;17;"2023-08-08 18:42:50";"2023-08-09 04:42:50"
1982;92;15;"2024-05-07 19:26:49";"2024-05-11 07:26:49"
1983;31;11;"2023-03-24 10:42:21";"2023-03-27 07:42:21"
1984;19;10;"2022-12-26 15:32:52";"2022-12-29 13:32:52"
1985;47;19;"2022-07-19 03:17:27";"2022-07-20 07:17:27"
1986;18;6;"2024-03-05 21:32:02";"2024-03-08 21:32:02"
1987;97;4;"2024-04-27 17:57:57";"2024-04-29 02:57:57"
1988;29;2;"2023-05-13 06:19:23";"2023-05-13 22:19:23"
1989;73;9;"2022-09-24 22:15:06";"2022-09-27 16:15:06"
1990;78;12;"2023-10-19 09:12:28";"2023-10-23 09:12:28"
1991;22;4;"2022-06-25 14:44:55";"2022-06-28 01:44:55"
1992;37;10;"2023-07-28 07:23:08";"2023-08-01 10:23:08"
1993;31;20;"2024-03-15 08:04:42";"2024-03-17 21:04:42"
1994;73;10;"2024-05-09 16:58:47";"2024-05-11 21:58:47"
1995;46;6;"2023-09-29 19:31:38";"2023-09-30 05:31:38"
1996;41;5;"2022-10-16 08:17:01";"2022-10-18 22:17:01"
1997;47;20;"2022-08-19 16:37:11";"2022-08-23 03:37:11"
1998;17;7;"2024-02-22 02:33:33";"2024-02-23 08:33:33"
1999;69;7;"2023-08-28 13:49:32";"2023-08-30 13:49:32"
2000;80;15;"2022-08-01 20:39:29";"2022-08-05 03:39:29"
2001;62;2;"2023-12-27 11:18:08";"2023-12-30 01:18:08"
2002;74;13;"2023-12-02 21:06:40";"2023-12-06 12:06:40"
2003;47;7;"2023-01-03 16:43:40";"2023-01-06 12:43:40"
2004;12;11;"2023-06-25 05:30:30";"2023-06-27 04:30:30"
2005;73;9;"2023-08-20 08:04:47";"2023-08-20 18:04:47"
2006;4;13;"2022-11-24 03:51:07";"2022-11-24 16:51:07"
2007;3;16;"2023-12-31 16:03:17";"2024-01-03 23:03:17"
2008;45;8;"2023-07-15 21:43:41";"2023-07-19 06:43:41"
2009;56;19;"2022-07-17 11:52:19";"2022-07-19 03:52:19"
2010;37;11;"2023-12-09 22:21:34";"2023-12-10 18:21:34"
2011;99;19;"2022-08-18 18:35:08";"2022-08-22 08:35:08"
2012;39;6;"2023-03-18 22:58:05";"2023-03-21 13:58:05"
2013;57;10;"2023-05-04 11:50:58";"2023-05-08 13:50:58"
2014;55;6;"2023-12-07 16:50:43";"2023-12-09 15:50:43"
2015;91;20;"2023-12-28 18:10:50";"2023-12-30 19:10:50"
2016;14;20;"2023-12-31 11:10:35";"2024-01-03 20:10:35"
2017;80;8;"2023-09-03 18:11:25";"2023-09-04 07:11:25"
2018;32;20;"2024-01-02 07:05:28";"2024-01-05 10:05:28"
2019;17;2;"2022-09-13 04:02:44";"2022-09-15 05:02:44"
2020;61;18;"2023-05-12 01:21:42";"2023-05-13 11:21:42"
2021;42;11;"2023-10-29 01:24:42";"2023-11-01 05:24:42"
2022;92;2;"2022-10-30 03:28:02";"2022-10-30 13:28:02"
2023;51;19;"2022-10-03 12:50:43";"2022-10-07 15:50:43"
2024;53;1;"2022-09-08 17:40:30";"2022-09-10 04:40:30"
2025;15;3;"2024-05-13 21:39:27";"2024-05-17 03:39:27"
2026;59;1;"2023-11-04 06:05:25";"2023-11-07 11:05:25"
2027;56;11;"2022-12-20 18:46:16";"2022-12-21 17:46:16"
2028;22;2;"2022-12-02 04:44:30";"2022-12-04 18:44:30"
2029;68;3;"2023-07-04 10:34:35";"2023-07-07 12:34:35"
2030;17;2;"2023-10-20 03:13:50";"2023-10-23 04:13:50"
2031;53;8;"2024-05-26 12:10:50";"2024-05-26 22:10:50"
2032;80;10;"2022-07-18 08:18:11";"2022-07-18 20:18:11"
2033;18;5;"2023-09-11 22:10:57";"2023-09-15 12:10:57"
2034;94;18;"2023-12-29 10:46:08";"2023-12-31 14:46:08"
2035;78;16;"2023-04-12 05:48:03";"2023-04-15 12:48:03"
2036;34;15;"2023-03-02 09:35:58";"2023-03-04 16:35:58"
2037;88;8;"2023-05-17 17:05:55";"2023-05-18 22:05:55"
2038;56;7;"2024-05-04 17:04:46";"2024-05-07 06:04:46"
2039;50;16;"2023-06-15 06:41:59";"2023-06-19 08:41:59"
2040;13;19;"2023-06-25 04:12:07";"2023-06-28 20:12:07"
2041;63;11;"2023-07-05 08:02:53";"2023-07-05 19:02:53"
2042;70;13;"2023-12-09 06:40:47";"2023-12-09 22:40:47"
2043;10;18;"2023-06-07 05:51:30";"2023-06-10 20:51:30"
2044;63;4;"2023-01-06 02:22:16";"2023-01-10 00:22:16"
2045;2;14;"2023-05-26 19:12:21";"2023-05-27 20:12:21"
2046;49;17;"2022-07-28 19:45:00";"2022-07-30 19:45:00"
2047;60;20;"2023-01-24 17:24:24";"2023-01-28 04:24:24"
2048;48;15;"2023-05-03 18:07:59";"2023-05-04 15:07:59"
2049;79;2;"2022-10-06 12:49:47";"2022-10-08 04:49:47"
2050;54;6;"2023-05-01 04:04:39";"2023-05-02 23:04:39"
2051;99;15;"2022-06-23 06:11:55";"2022-06-24 10:11:55"
2052;71;19;"2023-04-25 15:37:09";"2023-04-28 07:37:09"
2053;67;8;"2023-05-17 12:18:09";"2023-05-18 13:18:09"
2054;1;2;"2022-07-10 11:49:26";"2022-07-11 23:49:26"
2055;6;3;"2023-03-17 03:49:02";"2023-03-19 14:49:02"
2056;46;5;"2024-03-08 15:07:05";"2024-03-09 04:07:05"
2057;82;7;"2024-03-01 05:57:53";"2024-03-05 00:57:53"
2058;54;5;"2022-06-10 23:36:11";"2022-06-14 19:36:11"
2059;81;17;"2023-07-15 14:14:44";"2023-07-18 05:14:44"
2060;7;18;"2023-01-17 00:25:31";"2023-01-17 17:25:31"
2061;7;7;"2023-03-26 02:49:43";"2023-03-27 12:49:43"
2062;15;7;"2024-03-27 19:27:21";"2024-03-29 18:27:21"
2063;58;8;"2023-08-06 01:46:24";"2023-08-06 22:46:24"
2064;77;6;"2022-06-05 06:55:51";"2022-06-08 21:55:51"
2065;77;13;"2023-08-14 14:58:15";"2023-08-15 22:58:15"
2066;28;9;"2022-10-13 05:36:15";"2022-10-16 19:36:15"
2067;10;18;"2023-04-15 23:01:17";"2023-04-17 03:01:17"
2068;41;5;"2023-01-15 19:37:51";"2023-01-17 22:37:51"
2069;82;1;"2023-02-26 13:38:44";"2023-03-01 10:38:44"
2070;18;20;"2022-12-25 17:23:17";"2022-12-27 20:23:17"
2071;97;12;"2023-11-06 21:38:41";"2023-11-09 19:38:41"
2072;76;9;"2023-02-19 11:09:09";"2023-02-21 17:09:09"
2073;68;15;"2022-07-27 00:27:41";"2022-07-27 15:27:41"
2074;55;5;"2022-09-17 15:53:22";"2022-09-21 01:53:22"
2075;82;15;"2022-08-03 05:05:24";"2022-08-04 18:05:24"
2076;68;9;"2024-03-06 07:10:30";"2024-03-08 20:10:30"
2077;65;2;"2022-08-18 05:26:03";"2022-08-19 01:26:03"
2078;62;12;"2022-12-08 19:38:13";"2022-12-10 00:38:13"
2079;91;12;"2023-01-02 20:31:42";"2023-01-06 22:31:42"
2080;81;17;"2023-09-08 13:45:03";"2023-09-11 14:45:03"
2081;51;17;"2022-12-14 17:57:32";"2022-12-15 14:57:32"
2082;63;8;"2023-01-07 07:43:31";"2023-01-10 00:43:31"
2083;73;19;"2023-11-04 21:18:14";"2023-11-05 14:18:14"
2084;31;10;"2023-04-06 10:25:32";"2023-04-08 06:25:32"
2085;74;9;"2022-06-06 23:38:33";"2022-06-07 15:38:33"
2086;36;15;"2022-08-12 14:01:45";"2022-08-13 18:01:45"
2087;20;7;"2023-01-22 20:33:02";"2023-01-23 16:33:02"
2088;19;17;"2022-10-11 00:41:40";"2022-10-14 17:41:40"
2089;10;19;"2022-12-14 02:39:38";"2022-12-15 10:39:38"
2090;48;8;"2023-10-06 04:00:38";"2023-10-09 16:00:38"
2091;79;9;"2023-10-16 19:09:12";"2023-10-17 21:09:12"
2092;28;15;"2023-02-24 06:38:18";"2023-02-24 17:38:18"
2093;74;18;"2022-12-18 11:35:16";"2022-12-21 13:35:16"
2094;29;7;"2023-11-16 20:05:25";"2023-11-18 16:05:25"
2095;31;10;"2023-01-08 22:14:37";"2023-01-09 18:14:37"
2096;14;13;"2024-01-06 07:25:25";"2024-01-07 11:25:25"
2097;78;11;"2023-12-25 15:43:05";"2023-12-28 22:43:05"
2098;56;11;"2024-02-25 11:55:28";"2024-02-26 14:55:28"
2099;98;7;"2024-05-25 07:22:14";"2024-05-25 18:22:14"
2100;37;14;"2022-10-10 16:19:05";"2022-10-12 09:19:05"
2101;12;5;"2023-07-29 23:35:43";"2023-07-31 10:35:43"
2102;78;2;"2022-11-11 12:40:53";"2022-11-13 04:40:53"
2103;70;12;"2024-05-27 18:22:56";"2024-05-30 16:22:56"
2104;56;3;"2024-03-29 14:52:54";"2024-03-30 19:52:54"
2105;32;14;"2023-08-23 05:13:20";"2023-08-24 08:13:20"
2106;18;19;"2022-06-20 19:17:28";"2022-06-22 04:17:28"
2107;74;9;"2023-09-17 20:16:21";"2023-09-20 02:16:21"
2108;82;18;"2024-05-20 15:15:30";"2024-05-21 17:15:30"
2109;19;6;"2022-08-31 22:08:40";"2022-09-03 00:08:40"
2110;48;4;"2023-08-15 17:04:42";"2023-08-18 16:04:42"
2111;46;7;"2023-08-09 23:40:19";"2023-08-13 03:40:19"
2112;48;16;"2022-08-13 22:30:57";"2022-08-16 13:30:57"
2113;72;6;"2022-10-21 15:41:53";"2022-10-23 03:41:53"
2114;40;3;"2023-05-23 00:16:47";"2023-05-26 05:16:47"
2115;90;17;"2022-08-25 05:57:52";"2022-08-25 22:57:52"
2116;30;4;"2022-10-01 02:38:30";"2022-10-03 19:38:30"
2117;55;7;"2022-12-24 07:53:51";"2022-12-25 16:53:51"
2118;95;16;"2024-03-01 16:32:54";"2024-03-05 13:32:54"
2119;82;12;"2023-01-07 08:46:05";"2023-01-08 12:46:05"
2120;43;1;"2023-05-27 07:46:19";"2023-05-31 04:46:19"
2121;26;6;"2023-06-28 15:38:21";"2023-07-01 03:38:21"
2122;26;9;"2022-09-19 03:21:00";"2022-09-20 19:21:00"
2123;93;8;"2023-04-16 21:56:42";"2023-04-19 18:56:42"
2124;37;12;"2023-12-24 02:14:16";"2023-12-25 18:14:16"
2125;54;5;"2024-01-22 19:49:01";"2024-01-26 00:49:01"
2126;43;11;"2024-05-11 05:35:04";"2024-05-14 04:35:04"
2127;35;12;"2024-05-23 04:50:42";"2024-05-23 20:50:42"
2128;85;2;"2022-10-19 14:14:59";"2022-10-21 05:14:59"
2129;2;8;"2023-12-19 16:32:48";"2023-12-21 02:32:48"
2130;28;1;"2024-02-04 12:10:01";"2024-02-07 19:10:01"
2131;52;19;"2022-10-01 02:06:15";"2022-10-01 12:06:15"
2132;60;17;"2022-10-15 20:53:44";"2022-10-17 09:53:44"
2133;9;7;"2023-05-04 01:06:17";"2023-05-07 04:06:17"
2134;60;7;"2023-03-15 04:54:23";"2023-03-16 05:54:23"
2135;85;20;"2023-05-10 08:10:35";"2023-05-11 19:10:35"
2136;10;18;"2024-04-01 22:48:41";"2024-04-03 00:48:41"
2137;41;12;"2024-04-16 13:45:33";"2024-04-20 07:45:33"
2138;91;15;"2023-03-12 19:10:40";"2023-03-13 21:10:40"
2139;65;18;"2022-09-04 22:19:26";"2022-09-08 08:19:26"
2140;96;8;"2022-12-03 18:12:19";"2022-12-05 07:12:19"
2141;92;13;"2023-08-13 11:55:04";"2023-08-14 19:55:04"
2142;54;2;"2024-01-27 23:59:13";"2024-01-28 14:59:13"
2143;33;11;"2023-11-01 06:55:51";"2023-11-01 16:55:51"
2144;19;9;"2022-06-27 06:45:31";"2022-06-29 18:45:31"
2145;47;9;"2023-09-06 14:59:45";"2023-09-08 23:59:45"
2146;6;10;"2024-03-29 04:14:04";"2024-03-31 15:14:04"
2147;75;12;"2023-10-08 00:34:11";"2023-10-11 05:34:11"
2148;92;4;"2022-09-16 15:40:47";"2022-09-20 18:40:47"
2149;94;3;"2022-12-02 09:54:30";"2022-12-06 11:54:30"
2150;64;8;"2024-05-01 17:54:27";"2024-05-04 04:54:27"
2151;74;3;"2022-12-25 12:38:55";"2022-12-28 20:38:55"
2152;4;7;"2024-01-18 00:18:21";"2024-01-19 09:18:21"
2153;18;2;"2023-05-10 18:15:38";"2023-05-14 00:15:38"
2154;54;14;"2023-11-18 04:07:20";"2023-11-21 18:07:20"
2155;61;14;"2023-06-16 15:30:20";"2023-06-20 13:30:20"
2156;72;11;"2022-12-01 14:57:28";"2022-12-02 02:57:28"
2157;100;13;"2024-05-21 10:56:48";"2024-05-25 06:56:48"
2158;35;19;"2024-04-07 04:42:06";"2024-04-08 00:42:06"
2159;88;12;"2024-01-24 23:58:17";"2024-01-25 22:58:17"
2160;87;6;"2022-08-23 22:39:39";"2022-08-25 21:39:39"
2161;8;13;"2023-04-29 03:26:41";"2023-05-01 19:26:41"
2162;50;10;"2023-07-14 03:03:15";"2023-07-17 17:03:15"
2163;54;9;"2022-10-30 04:39:45";"2022-11-02 13:39:45"
2164;79;9;"2023-09-12 11:00:58";"2023-09-16 00:00:58"
2165;68;13;"2023-09-16 18:31:52";"2023-09-19 09:31:52"
2166;86;11;"2022-09-19 10:57:07";"2022-09-23 12:57:07"
2167;67;19;"2023-03-21 16:33:29";"2023-03-23 20:33:29"
2168;52;4;"2023-10-07 21:18:46";"2023-10-09 08:18:46"
2169;30;16;"2023-11-20 13:28:28";"2023-11-24 09:28:28"
2170;21;10;"2023-08-15 01:20:34";"2023-08-17 23:20:34"
2171;58;9;"2023-08-29 03:04:10";"2023-09-01 01:04:10"
2172;16;16;"2022-07-23 16:18:18";"2022-07-26 03:18:18"
2173;17;1;"2023-10-24 23:24:53";"2023-10-26 21:24:53"
2174;82;16;"2023-03-12 16:16:39";"2023-03-14 13:16:39"
2175;84;15;"2022-09-16 02:47:54";"2022-09-17 05:47:54"
2176;53;4;"2024-03-12 20:33:44";"2024-03-16 03:33:44"
2177;4;15;"2024-01-27 17:11:38";"2024-01-30 07:11:38"
2178;34;5;"2023-05-10 03:53:05";"2023-05-11 06:53:05"
2179;84;12;"2023-11-25 18:07:27";"2023-11-28 11:07:27"
2180;87;15;"2022-12-05 13:29:32";"2022-12-07 14:29:32"
2181;97;15;"2022-07-11 15:50:12";"2022-07-13 07:50:12"
2182;1;1;"2024-01-14 02:48:56";"2024-01-17 10:48:56"
2183;56;11;"2022-11-19 19:32:10";"2022-11-23 07:32:10"
2184;94;4;"2022-07-24 01:23:10";"2022-07-24 16:23:10"
2185;8;14;"2023-03-07 00:50:21";"2023-03-08 19:50:21"
2186;38;10;"2023-09-09 22:53:59";"2023-09-12 00:53:59"
2187;29;16;"2022-07-14 00:50:38";"2022-07-17 19:50:38"
2188;26;11;"2023-06-14 16:27:41";"2023-06-18 17:27:41"
2189;97;6;"2022-08-23 22:47:53";"2022-08-25 03:47:53"
2190;44;9;"2023-02-12 02:35:49";"2023-02-15 04:35:49"
2191;42;8;"2023-09-21 12:23:55";"2023-09-24 22:23:55"
2192;39;20;"2022-06-08 13:48:18";"2022-06-12 17:48:18"
2193;68;16;"2023-08-18 07:36:26";"2023-08-21 05:36:26"
2194;47;17;"2023-08-21 10:55:09";"2023-08-22 03:55:09"
2195;56;18;"2023-12-24 01:12:47";"2023-12-25 14:12:47"
2196;44;1;"2023-08-13 09:34:26";"2023-08-16 06:34:26"
2197;35;1;"2023-04-05 16:39:39";"2023-04-07 15:39:39"
2198;84;3;"2022-11-09 13:52:40";"2022-11-10 09:52:40"
2199;29;13;"2023-11-15 07:15:27";"2023-11-19 03:15:27"
2200;6;18;"2023-07-25 13:39:03";"2023-07-28 19:39:03"
2201;8;15;"2023-02-04 12:22:16";"2023-02-06 23:22:16"
2202;51;7;"2023-11-11 08:17:57";"2023-11-15 02:17:57"
2203;61;6;"2022-12-30 06:37:27";"2023-01-01 05:37:27"
2204;59;19;"2022-06-18 02:08:06";"2022-06-21 12:08:06"
2205;46;14;"2022-11-19 10:56:48";"2022-11-23 01:56:48"
2206;61;2;"2022-05-30 13:27:11";"2022-05-31 22:27:11"
2207;6;13;"2022-11-14 10:25:35";"2022-11-15 22:25:35"
2208;93;13;"2022-06-26 04:55:03";"2022-06-29 20:55:03"
2209;87;9;"2023-02-25 13:39:42";"2023-02-27 21:39:42"
2210;98;13;"2024-02-16 11:24:32";"2024-02-19 13:24:32"
2211;71;4;"2022-08-28 01:46:51";"2022-08-30 10:46:51"
2212;31;18;"2022-12-25 02:22:42";"2022-12-25 21:22:42"
2213;88;7;"2023-08-30 23:05:18";"2023-09-02 01:05:18"
2214;23;5;"2022-07-15 17:13:39";"2022-07-17 12:13:39"
2215;24;15;"2023-04-30 04:34:33";"2023-05-02 22:34:33"
2216;23;8;"2023-10-26 19:43:12";"2023-10-28 03:43:12"
2217;32;17;"2024-01-02 02:39:48";"2024-01-02 23:39:48"
2218;9;11;"2024-01-09 22:55:14";"2024-01-11 21:55:14"
2219;81;15;"2022-07-06 17:01:41";"2022-07-08 06:01:41"
2220;83;16;"2023-08-17 09:32:01";"2023-08-18 15:32:01"
2221;20;9;"2023-08-13 01:58:43";"2023-08-13 17:58:43"
2222;83;14;"2023-12-02 18:42:00";"2023-12-05 16:42:00"
2223;10;14;"2024-05-10 17:49:41";"2024-05-12 13:49:41"
2224;2;10;"2023-04-27 02:40:53";"2023-04-29 18:40:53"
2225;59;20;"2022-12-26 02:51:33";"2022-12-29 11:51:33"
2226;61;13;"2023-10-27 08:03:50";"2023-10-28 17:03:50"
2227;4;3;"2023-07-12 21:45:22";"2023-07-13 20:45:22"
2228;18;11;"2023-04-24 21:16:22";"2023-04-26 22:16:22"
2229;80;18;"2024-04-27 14:47:40";"2024-04-30 00:47:40"
2230;60;11;"2023-01-03 00:40:18";"2023-01-05 10:40:18"
2231;22;15;"2022-10-19 15:02:41";"2022-10-20 21:02:41"
2232;58;16;"2023-06-08 17:15:57";"2023-06-11 21:15:57"
2233;11;14;"2022-07-04 22:32:58";"2022-07-05 10:32:58"
2234;4;17;"2024-03-19 09:26:21";"2024-03-20 02:26:21"
2235;73;11;"2024-01-15 22:39:18";"2024-01-19 02:39:18"
2236;13;8;"2023-05-26 10:27:27";"2023-05-29 06:27:27"
2237;61;6;"2023-03-31 21:19:12";"2023-04-03 03:19:12"
2238;27;14;"2022-12-02 14:59:34";"2022-12-03 13:59:34"
2239;67;19;"2024-01-11 23:23:59";"2024-01-16 03:23:59"
2240;85;8;"2023-01-25 01:36:22";"2023-01-26 19:36:22"
2241;60;14;"2023-04-18 23:58:15";"2023-04-21 21:58:15"
2242;77;8;"2023-02-26 10:52:28";"2023-02-27 01:52:28"
2243;94;12;"2022-10-03 06:34:58";"2022-10-03 18:34:58"
2244;18;17;"2023-09-12 03:45:34";"2023-09-15 02:45:34"
2245;50;17;"2022-09-24 01:09:24";"2022-09-26 08:09:24"
2246;93;19;"2023-09-18 21:34:27";"2023-09-21 05:34:27"
2247;74;15;"2023-01-18 20:06:56";"2023-01-22 09:06:56"
2248;17;13;"2022-08-18 08:18:00";"2022-08-20 11:18:00"
