"codigo_mesa";"codigo_prato";"quantidade_pedido";"codigo_situacao_pedido"
3786;49;"6";3
4198;409;"2";2
347;34;"4";3
6042;268;"4";2
306;302;"5";2
2580;591;"6";2
8048;500;"2";3
8466;552;"2";3
6369;520;"3";3
8933;532;"3";2
8403;569;"6";2
2999;404;"3";3
9745;2;"4";2
5527;636;"5";3
5216;740;"5";3
2402;14;"1";3
6303;290;"1";2
1926;130;"2";3
6020;572;"3";2
1145;206;"2";3
535;650;"3";2
8258;919;"2";3
4719;654;"1";2
6088;525;"2";2
2858;181;"6";2
7864;151;"5";3
1766;923;"1";3
2141;673;"4";2
6823;1000;"4";3
8835;609;"1";3
4121;833;"2";3
7061;909;"1";3
5340;259;"6";2
2352;447;"6";2
2760;95;"5";3
2211;784;"4";3
8254;331;"2";3
2730;92;"4";2
9217;342;"3";3
6792;486;"4";3
252;339;"2";2
6972;795;"4";3
5620;852;"1";3
4863;489;"5";2
6293;156;"5";2
6764;832;"6";2
1115;730;"5";2
2305;792;"2";2
7139;316;"6";2
5886;138;"4";3
75;613;"6";2
7884;10;"1";2
1467;199;"3";2
7664;357;"1";3
768;186;"1";3
2707;57;"5";3
7800;887;"2";3
6584;817;"4";3
3646;594;"2";3
3894;335;"5";3
6635;546;"1";2
8144;280;"3";3
9524;969;"5";2
2254;992;"3";3
973;201;"5";2
1273;52;"6";3
9896;983;"2";2
4414;437;"2";3
7328;726;"6";3
5081;994;"3";2
359;326;"5";2
3227;958;"1";2
4602;43;"6";2
367;957;"5";3
1840;660;"1";2
3432;916;"2";3
1149;166;"1";2
5124;901;"2";2
3186;600;"6";2
2159;76;"6";3
7821;904;"3";2
1736;227;"2";2
1195;158;"6";2
2768;251;"1";2
4267;248;"3";2
6577;672;"3";3
9891;739;"6";3
4016;914;"6";2
1179;57;"3";2
5196;749;"3";2
7791;67;"1";3
9466;763;"6";3
8110;315;"1";2
1895;134;"4";2
8731;981;"2";3
1844;495;"6";2
4395;56;"2";3
7493;150;"6";2
3189;974;"3";3
9133;252;"5";3
9971;268;"5";2
3738;570;"1";3
8937;94;"4";2
8846;66;"4";3
5420;630;"4";3
2969;155;"6";3
5476;176;"3";3
6413;391;"2";2
2606;414;"1";3
6909;176;"1";3
5699;77;"2";3
861;244;"2";2
6750;479;"1";2
5085;792;"2";3
1311;851;"3";3
6823;916;"6";2
9820;468;"5";2
2514;501;"5";3
334;227;"3";3
5457;253;"3";2
6824;886;"1";2
7650;608;"6";2
2014;519;"2";2
2957;906;"4";3
2071;295;"2";2
9323;837;"4";2
7886;327;"1";3
2739;753;"3";2
9686;227;"1";3
9804;728;"3";3
7101;488;"1";3
5599;730;"4";3
4144;296;"1";3
4235;769;"1";3
6251;849;"1";2
9148;464;"3";2
7528;573;"6";3
9040;71;"2";2
6063;727;"1";3
3459;227;"2";2
8614;599;"6";2
5738;878;"4";3
2418;858;"5";3
8644;74;"2";3
62;112;"2";3
6903;568;"5";3
4115;413;"3";3
4094;286;"2";3
8762;666;"6";2
411;744;"4";3
2692;675;"5";3
3540;503;"1";3
2411;173;"5";3
8830;187;"3";3
464;577;"4";3
250;431;"4";2
1241;201;"4";3
7597;626;"4";2
4682;391;"3";3
6582;711;"3";2
7019;950;"2";3
2831;449;"2";2
9438;164;"5";2
7832;483;"3";2
8270;166;"1";3
8534;32;"5";3
755;528;"3";2
538;164;"5";2
1236;671;"4";3
6098;526;"1";2
2444;558;"2";3
7506;279;"4";3
4690;36;"2";3
8497;293;"5";3
1415;10;"5";2
9144;488;"1";2
7559;94;"2";2
9762;5;"5";2
2470;788;"2";2
6244;335;"2";2
5213;698;"1";2
1344;723;"5";3
6173;861;"1";3
5829;550;"3";2
8493;824;"1";3
9064;793;"5";2
4746;933;"3";2
1281;706;"4";2
5835;729;"2";3
8970;575;"3";3
6691;944;"3";3
3246;357;"4";2
5532;680;"6";3
1214;951;"6";2
8393;301;"1";3
4306;857;"2";2
1978;346;"6";3
3841;423;"6";2
5256;939;"1";2
2631;464;"3";2
5127;636;"2";3
5381;619;"3";3
4284;225;"1";2
7021;455;"6";2
859;904;"3";3
6849;648;"3";3
7471;571;"5";2
2735;749;"2";3
6153;853;"1";3
5828;665;"3";3
2625;912;"1";3
4912;688;"4";2
2636;112;"3";2
1020;460;"3";3
6451;522;"6";3
7882;53;"1";2
5711;610;"5";2
6807;310;"1";3
4758;679;"4";2
7898;793;"4";2
8479;717;"1";2
5958;868;"3";2
8815;800;"2";3
5761;142;"2";2
8080;450;"3";2
4155;132;"6";2
1345;51;"3";2
2179;983;"4";2
771;251;"3";2
6209;605;"1";3
3732;812;"2";3
144;330;"6";2
995;272;"6";3
3426;147;"1";2
1945;56;"4";2
2778;273;"1";2
8185;918;"5";3
1604;146;"1";2
3368;970;"6";3
8182;749;"6";2
3274;342;"3";2
9815;665;"3";3
2024;66;"5";2
8114;178;"5";3
6625;94;"5";2
8432;337;"5";2
6221;194;"4";2
5358;992;"6";2
6402;364;"5";3
3185;193;"3";2
4323;536;"6";3
555;938;"1";2
4758;364;"1";2
9532;499;"3";3
9761;602;"3";2
8883;657;"6";3
6339;65;"1";2
542;446;"4";3
4133;616;"4";2
611;256;"4";2
2468;771;"3";3
2405;917;"1";2
7747;869;"2";2
137;700;"5";3
8229;786;"4";3
756;495;"1";3
3525;924;"5";3
8835;134;"3";2
9239;673;"2";3
2607;900;"1";3
2122;22;"5";3
729;618;"6";3
3695;396;"6";3
4977;509;"6";3
235;751;"4";3
9534;697;"3";2
9632;28;"4";2
5440;501;"1";2
2579;341;"1";3
7299;441;"2";3
8435;454;"1";2
4244;549;"6";3
8346;585;"5";3
7251;429;"3";3
8712;142;"6";2
9486;86;"1";3
6900;229;"1";2
9577;296;"5";2
4488;246;"6";2
4668;565;"6";2
4534;455;"5";2
3666;803;"6";2
8114;525;"3";3
4686;380;"4";2
7070;582;"2";2
4855;162;"6";2
4209;31;"4";2
262;246;"5";2
5893;968;"4";2
7455;637;"4";2
5906;667;"1";3
6243;311;"2";2
5115;408;"4";2
3964;897;"2";3
9658;668;"3";2
8838;369;"5";2
3398;335;"4";3
2257;128;"4";3
1475;596;"6";3
8987;596;"1";3
4245;718;"3";3
505;999;"2";3
6129;412;"5";3
1647;653;"1";3
8154;793;"6";3
7688;953;"1";2
9922;136;"5";3
6869;148;"1";2
3019;937;"6";2
3449;666;"1";3
683;630;"1";3
1942;62;"1";2
7394;961;"6";3
354;366;"4";2
664;364;"3";2
4379;72;"6";3
7431;769;"3";3
3125;600;"2";2
3230;790;"3";3
9550;124;"6";2
8889;371;"5";2
5222;809;"1";3
3701;152;"1";2
6978;916;"2";2
3411;69;"5";3
2296;230;"4";2
9048;584;"5";2
7203;413;"5";3
8066;899;"6";2
7744;552;"2";2
6978;760;"2";2
7088;59;"5";2
9707;283;"3";2
6484;623;"4";3
3561;737;"1";3
6862;370;"2";2
2026;569;"4";2
1621;15;"2";3
4510;465;"4";3
813;622;"4";2
9146;67;"1";2
1339;599;"6";3
5793;955;"5";2
8069;331;"6";3
1813;478;"5";3
8492;375;"6";3
5006;865;"5";2
1148;331;"4";3
6889;635;"5";2
4112;131;"3";3
6884;919;"2";3
3576;340;"1";3
2635;761;"3";3
7584;629;"1";3
4641;827;"5";3
6978;554;"4";3
8700;395;"1";3
9682;451;"1";3
9883;535;"5";2
9787;821;"1";2
6764;142;"4";3
9694;34;"4";3
1095;171;"3";2
7827;473;"4";2
8435;757;"5";2
7013;505;"4";3
4418;907;"6";3
1101;328;"3";3
7221;204;"2";2
7004;958;"5";2
6162;813;"6";2
5933;320;"1";3
5869;407;"3";2
2172;702;"3";2
7293;421;"2";2
9430;763;"5";2
6260;12;"3";3
5205;328;"3";3
3569;27;"6";3
3382;499;"3";2
9294;143;"6";3
6547;150;"2";3
788;720;"4";3
4035;729;"5";3
1013;692;"6";3
8117;30;"6";2
3252;943;"2";2
8488;596;"2";2
4278;269;"3";2
4494;589;"3";3
9173;181;"4";2
210;934;"1";2
3277;284;"5";2
9257;693;"1";2
8672;246;"3";2
6626;434;"5";3
3311;450;"6";2
2194;532;"2";2
9861;202;"2";2
1229;726;"4";3
6201;698;"5";2
5556;540;"1";3
723;328;"6";3
386;212;"2";3
2321;607;"2";3
8780;104;"6";3
8674;396;"4";2
9092;105;"6";2
2791;817;"3";3
5586;204;"1";2
3211;145;"6";2
9839;601;"4";2
8069;43;"2";3
6581;496;"6";2
9699;138;"3";2
7557;960;"3";2
2895;647;"3";2
4197;473;"5";2
3530;286;"6";3
5259;8;"3";2
6325;308;"5";2
7747;80;"1";2
868;666;"6";3
7715;350;"6";3
8528;355;"2";3
8545;227;"1";3
3814;828;"4";2
3828;335;"2";2
23;192;"5";3
3072;394;"3";3
10;117;"3";2
7366;657;"3";2
6904;893;"5";3
2443;377;"5";2
7872;413;"3";3
8995;826;"6";2
8180;717;"5";3
5873;700;"6";2
8995;939;"4";3
4150;826;"2";2
8760;61;"3";3
8969;720;"4";2
2829;983;"6";2
1854;741;"3";2
7936;127;"2";3
5618;473;"2";2
8288;179;"2";2
7845;660;"1";2
179;803;"4";3
4785;128;"5";2
3703;176;"4";3
5376;251;"2";2
9467;857;"5";3
3403;179;"3";2
2256;490;"2";2
2887;150;"6";2
1918;137;"2";3
8131;207;"1";2
5138;658;"5";3
7173;299;"5";2
1633;198;"2";2
2088;466;"2";2
9685;354;"3";2
1366;989;"3";2
6991;711;"5";2
5205;515;"5";3
9909;693;"6";3
4562;903;"2";3
5957;22;"6";2
6778;242;"2";2
5590;352;"4";3
4087;492;"1";2
9852;747;"4";2
5847;166;"4";3
3011;829;"1";3
8032;643;"3";2
511;722;"3";2
9345;946;"2";3
9490;578;"3";3
5234;306;"4";3
7278;717;"5";2
1381;857;"3";2
1712;283;"1";3
5063;912;"3";2
8707;80;"1";3
7889;106;"1";2
8673;256;"4";3
6483;624;"3";3
2081;947;"4";2
487;375;"5";2
6806;195;"6";3
3658;557;"3";2
3529;810;"4";2
1552;773;"3";2
8391;25;"1";2
6216;704;"4";3
1369;909;"5";3
4299;342;"5";2
7902;426;"4";2
9273;630;"5";2
8378;770;"6";2
2847;201;"2";3
3654;415;"5";3
1341;520;"6";2
6901;689;"5";2
5348;619;"3";3
1710;37;"6";3
5948;652;"4";3
8514;982;"1";2
9790;632;"2";2
5954;769;"2";3
4367;427;"4";2
1964;183;"3";3
8935;957;"1";2
8496;735;"6";2
1078;397;"3";2
4266;633;"3";3
1741;976;"3";3
6174;133;"5";3
6496;579;"2";2
9021;738;"5";2
9824;766;"4";2
538;810;"4";3
7798;865;"4";3
1710;165;"6";2
3131;975;"2";3
1770;618;"3";3
6655;796;"2";3
5568;712;"5";3
2201;307;"2";2
5511;214;"6";2
158;574;"5";3
5397;785;"1";3
2500;273;"5";2
9169;590;"3";2
2870;475;"1";3
250;329;"3";2
907;968;"3";2
9762;728;"5";2
8447;544;"4";2
2639;875;"6";2
5657;507;"6";3
6770;110;"5";3
1222;249;"6";3
355;750;"5";2
2304;799;"3";2
5280;384;"1";3
2118;770;"6";3
4004;38;"5";3
1092;577;"1";3
6604;403;"5";2
959;496;"3";2
9960;695;"2";2
6256;512;"6";3
1309;869;"3";3
963;384;"3";2
4300;328;"4";2
5738;797;"6";3
5249;200;"6";2
1237;360;"3";3
5348;15;"6";2
5805;806;"1";2
987;202;"6";3
5400;331;"2";3
3198;634;"5";2
6630;335;"4";2
9545;643;"3";3
2645;191;"2";2
6705;337;"5";3
502;296;"2";3
169;373;"2";3
93;118;"3";2
2563;20;"4";2
2007;898;"2";3
7307;617;"2";2
2529;127;"6";2
7687;860;"5";2
1748;699;"3";3
118;868;"1";2
1348;696;"2";3
6820;598;"1";2
4801;846;"2";2
5215;331;"1";3
3620;291;"5";3
1016;279;"5";3
4723;847;"1";2
854;826;"6";3
7382;948;"1";3
3538;249;"4";2
8967;36;"3";3
809;578;"3";2
3677;923;"3";3
1199;64;"6";3
4864;677;"5";2
909;555;"2";2
1482;210;"2";3
9455;33;"4";2
1750;397;"2";2
4797;449;"2";3
6428;391;"2";3
739;272;"2";3
875;751;"3";3
7648;442;"4";2
4520;595;"3";3
8843;334;"2";2
8601;978;"2";3
8541;321;"3";2
7885;738;"6";2
4300;208;"5";2
7846;951;"2";2
7503;374;"4";2
6353;687;"5";3
9111;300;"3";3
5218;349;"5";2
7474;4;"5";3
3712;654;"6";2
3646;705;"4";3
2515;233;"5";3
9465;70;"1";2
7639;995;"1";2
2475;587;"4";3
5314;7;"4";3
2428;401;"1";3
4676;150;"5";3
6160;771;"1";3
877;777;"5";2
1688;172;"3";2
2406;586;"5";2
681;743;"4";3
1880;918;"1";2
1533;640;"3";2
8835;858;"6";2
5539;702;"5";2
3100;366;"2";3
521;573;"6";2
2010;622;"1";2
1454;511;"5";2
5780;673;"3";2
4717;577;"4";3
1527;430;"1";3
7176;810;"5";3
1312;958;"1";3
992;738;"1";2
6032;763;"4";2
5099;592;"4";2
6014;340;"2";3
2314;265;"3";2
609;304;"1";2
6158;852;"3";2
4811;90;"4";3
8103;372;"3";3
8766;158;"6";3
7018;80;"2";2
2385;871;"6";2
8087;239;"6";3
9259;759;"2";3
2098;229;"6";3
1387;584;"3";2
5033;99;"3";2
5727;855;"1";2
8799;74;"2";3
2630;844;"5";2
6295;128;"2";2
5512;409;"4";3
5828;927;"1";2
3056;475;"3";3
288;910;"6";2
2365;703;"5";3
3645;96;"4";3
1397;544;"5";3
835;271;"3";3
5609;394;"1";3
4133;349;"4";2
3243;252;"4";3
2383;774;"5";3
8363;232;"2";3
9069;671;"4";3
2106;988;"1";3
2375;396;"2";2
2756;362;"4";3
1759;547;"1";3
2868;358;"6";3
8576;93;"6";3
4574;910;"1";2
8982;236;"6";3
9640;8;"6";2
8597;220;"4";3
1588;916;"4";2
9386;429;"5";2
9911;700;"6";3
8577;361;"5";3
9127;571;"5";2
1655;810;"2";3
194;236;"5";2
1799;546;"1";2
5660;602;"5";2
2650;603;"3";3
1192;100;"4";3
1005;248;"1";3
9994;149;"2";2
1456;524;"5";2
1789;540;"4";3
4326;362;"3";2
3217;460;"2";2
1910;84;"3";2
8081;533;"2";2
3535;943;"1";3
3567;6;"3";3
5319;889;"1";3
7582;97;"3";2
6167;235;"5";3
9464;999;"5";3
4686;417;"3";3
1030;418;"4";2
4583;41;"4";3
9067;890;"1";2
7861;426;"6";3
1094;920;"5";2
6165;883;"1";2
8341;606;"6";2
4678;398;"5";2
7051;406;"2";3
5000;446;"2";2
4505;284;"2";2
520;765;"2";2
9903;842;"6";3
2739;888;"1";3
7146;703;"2";2
5979;240;"2";2
9899;303;"1";3
5220;357;"6";3
7331;286;"6";2
6457;103;"5";2
2537;447;"5";2
1625;704;"5";2
8224;413;"6";2
8633;162;"6";3
2436;321;"1";2
9287;896;"4";3
9389;452;"6";2
4182;117;"1";3
3336;583;"1";2
7068;421;"5";3
2712;746;"3";2
8161;475;"3";3
7444;642;"6";3
5091;289;"6";2
2254;682;"2";2
7908;464;"2";3
819;939;"3";2
1003;375;"3";2
2436;857;"3";3
1837;118;"4";2
3965;418;"3";2
1319;658;"1";2
1031;634;"3";3
8714;955;"6";2
2327;622;"4";3
6008;462;"4";3
2827;806;"6";3
166;931;"5";3
3884;529;"4";3
8466;429;"6";2
452;718;"3";2
58;866;"3";2
3294;510;"1";2
9338;991;"1";2
1545;499;"6";3
7297;879;"6";2
4749;2;"4";2
1414;994;"5";3
6944;923;"5";2
1122;620;"6";2
8075;551;"5";2
6243;789;"3";2
3144;245;"1";3
3174;299;"1";3
2778;243;"5";2
9513;928;"1";3
7699;443;"5";2
218;695;"6";3
1108;23;"5";3
9613;230;"5";3
5298;641;"1";3
802;905;"4";2
2032;442;"3";3
9657;937;"4";2
8603;742;"6";2
684;721;"1";3
5146;156;"5";2
1464;892;"4";2
4750;190;"2";2
9392;576;"2";3
959;929;"4";3
9232;115;"5";2
4447;974;"3";3
9980;376;"2";2
2146;3;"6";3
5331;718;"3";3
7213;329;"2";3
9840;473;"2";3
5628;221;"3";2
5570;801;"4";2
5045;564;"4";2
1536;249;"6";2
5177;737;"5";3
7958;132;"3";3
1820;293;"1";3
1197;79;"1";2
6694;675;"5";2
8125;771;"6";2
5971;759;"4";3
9267;840;"1";2
9190;666;"6";2
6651;744;"6";2
2852;112;"6";2
1339;747;"4";2
6377;623;"5";3
9740;730;"2";2
9350;512;"5";3
549;295;"2";3
4568;339;"1";3
8374;654;"3";2
4161;108;"3";3
9040;192;"1";3
7314;847;"3";2
6940;562;"5";2
2911;19;"5";3
5607;490;"1";2
701;302;"5";2
6810;67;"3";2
9207;416;"1";2
8580;901;"6";3
9979;366;"1";2
4362;453;"5";2
2129;675;"1";2
7643;658;"3";3
523;960;"3";3
9622;181;"6";3
8352;861;"4";2
2084;514;"1";2
259;595;"1";2
6492;335;"3";3
6202;172;"3";2
6506;984;"4";3
9559;576;"2";2
7912;930;"1";2
950;14;"2";2
1163;169;"5";3
2530;107;"4";2
2854;984;"4";2
2630;592;"6";3
6104;720;"1";2
2983;826;"5";2
3948;300;"6";3
9758;587;"4";3
2873;181;"4";2
6735;102;"5";2
9047;263;"3";3
964;937;"5";3
4100;897;"5";3
3266;686;"3";2
5576;811;"6";3
6732;220;"3";2
9095;539;"2";2
3091;281;"1";2
2462;171;"3";3
1513;607;"1";2
2427;905;"6";3
2585;799;"2";3
240;350;"3";2
2057;197;"6";2
3660;12;"2";3
7437;95;"6";3
497;805;"4";2
2137;323;"3";2
7445;509;"1";2
7589;109;"2";3
3048;952;"3";2
5680;121;"4";3
436;351;"2";2
6076;736;"3";2
7825;992;"2";2
5316;933;"6";2
2703;575;"6";3
7237;729;"5";3
3177;279;"2";3
3402;840;"3";2
3976;983;"2";3
196;931;"4";2
7760;970;"3";2
6480;320;"6";3
2986;470;"6";3
4802;721;"5";2
3152;263;"5";2
6465;195;"1";3
4190;696;"4";2
3527;56;"2";2
3985;899;"4";3
6800;454;"3";3
7963;605;"2";3
8733;736;"3";3
8149;869;"6";2
812;30;"6";2
7335;353;"2";3
316;991;"5";3
5684;126;"4";3
8454;646;"4";3
4087;740;"6";3
8075;397;"2";2
2256;971;"2";2
5411;988;"6";3
1490;351;"2";2
6477;800;"3";3
2668;779;"2";3
2703;510;"6";3
1520;769;"5";3
6642;270;"2";3
5298;868;"3";3
7766;829;"5";3
2035;54;"4";2
4517;22;"5";3
5366;310;"6";2
1603;242;"2";3
3525;394;"3";2
4580;404;"2";3
9674;327;"5";3
878;817;"3";3
1159;332;"3";3
7720;260;"6";3
1246;576;"3";3
4745;292;"6";3
5703;415;"2";2
9790;364;"2";2
8022;829;"4";3
2259;213;"2";2
2475;249;"4";2
6041;724;"3";2
2128;764;"5";2
4722;287;"4";2
9983;933;"1";3
5892;920;"3";3
3128;623;"5";2
703;72;"1";3
3124;901;"1";3
3573;268;"5";3
9802;830;"2";2
2438;174;"2";2
6221;295;"1";2
7282;837;"3";3
9577;28;"2";3
2627;542;"1";3
7179;75;"6";3
9100;913;"1";2
2981;679;"3";2
4873;507;"5";3
1801;410;"5";3
5315;853;"2";3
8916;743;"2";3
3556;598;"3";2
3158;242;"3";2
907;165;"5";3
443;367;"1";2
122;409;"2";3
9974;811;"4";3
6055;228;"2";2
9279;249;"5";3
5693;454;"1";3
1828;908;"5";2
4437;654;"5";3
5352;235;"5";3
5957;261;"6";2
5272;735;"1";2
4009;359;"3";3
6338;239;"1";3
441;192;"2";3
7665;616;"4";2
713;612;"1";3
281;602;"6";3
8810;125;"4";2
8708;558;"3";3
9237;587;"1";3
2310;577;"6";3
9384;186;"5";3
9819;965;"4";2
8010;939;"6";2
2466;587;"6";3
9372;633;"3";2
1941;7;"3";2
8629;935;"2";2
7545;661;"1";3
5832;82;"3";2
4465;602;"3";2
5342;56;"1";3
3552;433;"6";3
83;381;"2";3
1221;528;"1";2
6775;553;"3";3
2861;81;"5";2
7764;417;"5";3
7563;52;"4";3
8416;224;"6";3
5555;802;"2";2
2618;336;"5";2
6778;355;"2";2
1346;635;"5";3
9280;42;"3";2
9271;522;"2";2
5404;315;"6";2
7651;160;"3";2
8734;534;"2";2
4867;342;"3";3
4242;702;"5";2
6426;368;"3";2
3827;367;"6";2
7040;351;"2";3
2077;2;"4";2
2107;685;"3";2
9467;367;"6";2
1486;106;"3";3
3316;406;"1";3
6603;733;"1";2
7197;311;"2";3
1045;896;"5";2
2723;762;"3";2
7223;216;"5";2
1515;680;"1";2
6841;465;"3";3
2058;931;"3";3
3257;717;"4";3
6444;919;"2";2
701;539;"4";2
6001;910;"2";2
7226;508;"2";2
5183;93;"2";2
2925;44;"4";2
566;112;"3";3
4665;361;"3";3
7555;944;"3";2
5548;26;"6";3
4953;760;"4";3
3907;817;"2";3
5850;499;"1";2
7588;69;"2";3
5978;761;"3";3
7627;862;"4";2
4712;619;"5";2
1908;445;"4";2
6273;470;"2";2
4232;519;"1";3
2046;302;"2";2
2063;421;"1";2
3561;493;"3";3
9455;961;"5";2
1823;763;"4";3
9634;763;"2";3
5506;442;"2";2
115;527;"6";2
4583;596;"1";2
3330;586;"3";3
2675;193;"2";3
4781;762;"1";2
4135;40;"5";3
3768;18;"6";2
14;755;"2";3
9209;681;"5";3
7686;913;"5";2
5288;133;"3";3
1096;672;"3";3
5033;511;"5";2
3081;778;"6";2
3638;152;"6";3
1618;559;"4";2
8171;899;"3";3
8335;346;"4";2
940;334;"4";3
5267;120;"5";3
9665;821;"4";2
3349;504;"5";3
4138;127;"1";3
6222;433;"6";3
7348;85;"3";2
8477;313;"1";3
338;936;"3";2
905;241;"3";3
941;979;"1";3
2442;750;"3";2
7785;457;"1";2
5371;715;"4";3
859;911;"4";3
3795;755;"4";2
1104;209;"1";2
2741;835;"2";3
957;619;"5";3
8486;832;"1";2
1575;288;"3";2
6814;481;"1";3
7488;748;"1";3
485;874;"4";2
1379;525;"4";2
3036;175;"3";3
5475;134;"4";3
2687;523;"2";3
2881;74;"3";2
929;418;"5";3
9426;17;"4";2
968;215;"5";2
922;855;"4";2
9075;176;"1";2
3244;494;"3";3
3778;757;"1";3
2125;640;"1";3
1896;490;"5";3
511;42;"5";2
6245;496;"4";2
3180;275;"6";2
4893;32;"4";2
375;419;"3";2
8116;693;"3";3
60;177;"2";3
4352;451;"5";2
5577;871;"2";3
5761;63;"6";2
2594;823;"1";2
563;952;"5";3
6770;467;"4";2
4274;521;"3";2
5345;993;"4";2
3139;936;"2";3
8360;179;"2";2
8583;568;"6";3
6244;48;"2";2
1926;727;"4";3
2443;183;"4";2
9191;675;"3";3
4859;512;"5";2
5011;363;"6";3
8252;790;"4";2
9261;957;"1";2
3037;505;"2";3
5386;415;"6";3
8848;671;"5";2
1427;609;"4";3
769;341;"6";3
5337;908;"2";3
2368;887;"4";2
4702;588;"4";2
73;850;"1";2
9541;654;"6";2
624;335;"2";2
6756;705;"3";3
8678;123;"6";3
8362;185;"1";2
1525;139;"4";3
8987;295;"1";2
6791;627;"2";2
2141;433;"3";3
3479;733;"1";2
8953;979;"2";3
1114;960;"6";3
3789;418;"4";2
7002;234;"2";2
224;64;"5";3
2224;638;"1";2
9332;14;"1";3
8374;27;"5";3
6982;115;"4";2
3941;1;"5";2
6982;622;"1";3
8612;412;"3";2
1192;853;"5";2
4115;531;"6";3
3293;560;"4";3
7222;412;"6";3
2269;691;"5";3
9547;312;"6";3
7059;461;"3";3
9376;230;"1";2
7126;972;"3";3
7510;220;"1";2
5156;419;"2";3
9216;419;"2";3
9249;864;"1";2
7613;359;"2";2
252;666;"4";3
3152;946;"3";2
4501;636;"6";2
1767;992;"4";3
4744;725;"6";3
5771;54;"1";2
3002;963;"6";2
5115;858;"1";3
987;857;"4";3
9526;185;"3";3
9857;845;"5";2
378;87;"2";3
5463;662;"1";3
8576;155;"3";3
5754;110;"4";3
4318;487;"6";2
9773;238;"2";2
1689;250;"4";2
6343;103;"3";3
8265;182;"4";3
6041;340;"3";3
3511;840;"3";2
8630;820;"5";2
4083;220;"1";2
3374;508;"5";3
2410;999;"2";2
7138;128;"3";3
4608;691;"6";3
1362;568;"4";2
4322;301;"3";3
754;577;"3";2
6703;6;"1";2
688;500;"4";2
5970;363;"6";2
2857;802;"6";2
4503;402;"1";3
5632;666;"2";3
320;326;"1";3
7948;382;"2";3
9234;763;"6";3
5629;539;"6";3
3742;120;"1";2
5738;912;"1";3
8424;390;"4";2
4408;249;"2";3
5394;585;"4";3
4997;317;"6";2
4651;457;"3";2
385;250;"1";3
8812;105;"6";3
8561;667;"1";2
5238;630;"4";2
2253;728;"5";2
5045;29;"5";3
3179;784;"3";2
304;667;"6";3
8992;601;"1";3
4107;713;"4";2
3424;519;"6";2
1893;889;"1";3
4131;685;"1";2
1570;278;"3";2
7013;118;"2";3
7339;292;"1";2
7318;445;"2";2
5578;447;"1";2
3959;444;"6";2
6923;733;"5";3
7078;20;"3";3
7605;463;"6";2
9562;560;"6";3
7263;395;"5";3
1654;282;"3";3
7423;366;"3";2
1058;756;"5";3
7346;343;"4";3
2640;928;"6";2
4687;341;"6";3
4621;797;"5";3
3851;442;"5";3
5594;792;"6";3
570;680;"5";3
286;980;"6";3
7621;147;"5";2
3367;219;"5";2
9048;493;"5";3
8348;865;"2";2
4701;516;"4";2
6853;918;"2";3
4512;186;"2";3
563;890;"3";3
4750;634;"6";2
5110;265;"1";2
6533;610;"5";2
2220;550;"1";2
1443;968;"1";3
2955;533;"2";3
8903;191;"3";3
3368;822;"2";2
2468;825;"1";3
2762;768;"5";2
9427;213;"1";2
3364;595;"5";2
7058;641;"1";2
2272;449;"1";2
2716;619;"3";2
325;315;"3";2
9327;367;"3";3
3705;239;"2";3
5427;688;"6";2
4269;466;"6";3
4069;37;"1";2
685;91;"6";2
2736;850;"3";2
9804;998;"3";2
3830;899;"6";3
2779;96;"6";3
1232;457;"5";3
3256;423;"3";2
7921;259;"1";2
365;800;"2";2
655;875;"5";3
8325;910;"2";3
1220;197;"4";2
6036;860;"1";3
4655;514;"1";2
1277;95;"5";2
5782;320;"6";2
4665;254;"6";2
2196;805;"5";3
8299;150;"6";3
5780;433;"3";3
632;377;"6";2
6108;21;"2";3
1168;407;"5";2
8870;943;"3";3
6900;267;"6";3
7770;504;"6";2
925;613;"2";3
2788;522;"3";2
126;549;"5";3
5046;961;"4";2
1412;765;"1";3
1764;370;"6";3
2488;480;"1";3
96;582;"4";3
3077;155;"2";3
3857;489;"3";3
1138;781;"6";2
644;235;"3";3
1386;970;"4";2
2818;853;"4";3
5838;49;"5";3
6839;369;"3";3
8070;380;"1";3
1171;84;"6";3
7436;71;"2";2
8216;893;"1";3
9631;10;"6";3
3634;406;"4";2
1254;348;"5";2
3920;980;"2";3
905;492;"5";2
8684;226;"5";3
9792;180;"3";2
1992;384;"3";3
2161;679;"2";2
3852;475;"4";3
8431;635;"6";3
247;181;"5";3
8004;482;"1";2
1168;340;"2";3
3852;962;"1";2
8176;357;"4";3
1030;942;"4";2
9765;877;"4";3
7626;296;"6";3
1755;374;"3";3
9339;418;"6";3
9153;304;"1";3
1554;628;"4";3
8682;741;"5";3
4601;287;"2";3
9290;720;"2";2
1095;727;"4";3
5852;613;"4";2
7164;111;"3";2
9322;129;"4";3
4100;901;"3";3
494;390;"2";2
2033;643;"4";3
8221;335;"6";3
9152;608;"6";2
732;506;"3";2
9498;468;"2";3
4571;292;"6";3
9742;296;"2";2
2066;231;"4";2
5153;59;"4";2
2769;744;"1";2
8804;268;"1";2
7021;549;"3";2
195;742;"1";3
6221;541;"6";2
7545;711;"2";3
5463;610;"3";3
7164;398;"2";2
1378;770;"4";2
8199;524;"2";3
6829;546;"5";2
9462;311;"2";3
7139;778;"1";2
2308;517;"1";2
7805;127;"2";3
2710;10;"3";2
6908;867;"6";3
